channel 1
0
1
0
0.707106769
0
0.49999997
0
0.353553355
0
0.24999997
0
0.176776677
0
0.124999985
0
0.0883883387
0
0.0624999925
0
0.0441941693
0
0.0312499963
0
0.0220970847
0
0.0156249981
0
0.0110485423
0
0.00781249907
0
0.00552427117
0
0.00390624953
0
0.00276213558
0
0.00195312477
0
0.00138106779
0
0.000976562384
0
0.000690533896
0
0.000488281192
0
0.000345266948
0
0.000244140596
0
0.000172633474
0
0.000122070298
0
8.6316737e-05
0
6.1035149e-05
0
4.31583685e-05
0
3.05175745e-05
0
2.15791842e-05
0
1.52587872e-05
0
1.07895921e-05
0
7.62939362e-06
0
5.39479606e-06
0
3.81469681e-06
0
2.69739803e-06
0
1.90734841e-06
0
1.34869902e-06
0
9.53674203e-07
0
6.74349508e-07
0
4.76837101e-07
0
3.37174754e-07
0
2.38418551e-07
0
1.68587377e-07
0
1.19209275e-07
0
8.42936885e-08
0
5.96046377e-08
0
4.21468442e-08
0
2.98023188e-08
0
2.10734221e-08
0
1.49011594e-08
0
1.05367111e-08
0
7.45057971e-09
0
5.26835553e-09
0
3.72528985e-09
0
2.63417776e-09
0
1.86264493e-09
0
1.31708888e-09
0
9.31322464e-10
0
6.58544441e-10
0
4.65661232e-10
0
3.29272221e-10
0
2.32830616e-10
0
1.6463611e-10
0
1.16415308e-10
0
8.23180552e-11
0
5.8207654e-11
0
4.11590276e-11
0
2.9103827e-11
0
2.05795138e-11
0
1.45519135e-11
0
1.02897569e-11
0
7.27595675e-12
0
5.14487845e-12
0
3.63797837e-12
0
2.57243922e-12
0
1.81898919e-12
0
1.28621961e-12
0
9.09494593e-13
0
6.43109806e-13
0
4.54747297e-13
0
3.21554903e-13
0
2.27373648e-13
0
1.60777451e-13
0
1.13686824e-13
0
8.03887257e-14
0
5.68434121e-14
0
4.01943629e-14
0
2.8421706e-14
0
2.00971814e-14
0
1.4210853e-14
0
1.00485907e-14
0
7.10542651e-15
0
5.02429536e-15
0
3.55271326e-15
0
2.51214768e-15
0
1.77635663e-15
0
1.25607384e-15
0
8.88178314e-16
0
6.2803692e-16
0
4.44089157e-16
0
3.1401846e-16
0
2.22044578e-16
0
1.5700923e-16
0
1.11022289e-16
0
7.8504615e-17
0
5.55111446e-17
0
3.92523075e-17
0
2.77555723e-17
0
1.96261537e-17
0
1.38777862e-17
0
9.81307687e-18
0
6.93889308e-18
0
4.90653844e-18
0
3.46944654e-18
0
2.45326922e-18
0
1.73472327e-18
0
1.22663461e-18
0
8.67361635e-19
0
6.13317304e-19
0
4.33680817e-19
0
3.06658652e-19
0
2.16840409e-19
0
1.53329326e-19
0
1.08420204e-19
0
7.66646631e-20
0
5.42101022e-20
0
3.83323315e-20
0
2.71050511e-20
0
1.91661658e-20
0
1.35525255e-20
0
9.58308288e-21
0
6.77626277e-21
0
4.79154144e-21
0
